LOC_BLANK,BRANCH_COUNT,LOC_CODE_AND_COMMENT,LOC_COMMENTS,CYCLOMATIC_COMPLEXITY,DESIGN_COMPLEXITY,ESSENTIAL_COMPLEXITY,LOC_EXECUTABLE,HALSTEAD_CONTENT,HALSTEAD_DIFFICULTY,HALSTEAD_EFFORT,HALSTEAD_ERROR_EST,HALSTEAD_LENGTH,HALSTEAD_LEVEL,HALSTEAD_PROG_TIME,HALSTEAD_VOLUME,NUM_OPERANDS,NUM_OPERATORS,NUM_UNIQUE_OPERANDS,NUM_UNIQUE_OPERATORS,LOC_TOTAL,label
15,24,2,2,15,9,7,75,40.58974112,43.41297027,65529.80791,0.527440881,253,0.023608922,3640.544283,1587.833803,95,158,40,34,99,Y
8,12,2,1,6,4,1,77,88.82441462,22.07020942,42430.33414,0.645903803,326,0.04659038,2357.244119,1935.058724,145,181,46,14,91,Y
4,5,0,0,3,2,2,6,23.54657823,9.290931095,2031.11972,0.07,45,0.109976723,112.83554,218.7089433,19,26,13,13,13,Y
3,5,0,2,3,2,1,13,22.46742067,9.584579408,2062.569455,0.07,45,0.102635515,114.5827475,215.2218695,18,26,13,13,24,Y
3,5,0,2,3,3,1,16,21.80366083,9.776530446,2083.690975,0.07,45,0.1,115.7570957,213.1158608,18,26,12,13,26,Y
1,8,0,0,4,2,3,14,24.89993693,9.047836144,2036.307374,0.079306723,46,0.109306723,113.1252941,225.1194536,18,28,13,14,17,Y
9,17,0,0,10,9,1,79,69.15865521,27.69115616,53012.45803,0.639014224,325,0.039753556,2945.136667,1914.690501,93,231,37,21,94,Y
7,17,1,0,9,8,3,68,72.67623958,27.07871503,53266.01389,0.65393378,316,0.04,2959.221833,1967.393024,125,190,53,22,80,Y
1,1,0,0,1,1,1,2,8.895519507,2.362663195,48.41584862,0.01,7,0.427467361,2.688798959,20.64157173,2,5,2,4,5,Y
1,1,0,0,1,1,1,2,8.476852763,2.418189289,48.7045843,0.01,7,0.416362142,2.705456787,20.24067334,2,5,2,4,5,Y
0,1,0,0,1,1,1,2,7.956363799,2.487219655,49.06354221,0.01,7,0.402556069,2.726165897,19.74227409,2,5,2,4,4,Y
0,1,0,0,1,1,1,2,11.23975923,2,44.95928091,0.01,8,0.5,2.501951846,22.47951846,3,5,3,3,4,Y
7,14,0,0,7,3,1,29,33.62575098,20.32698928,13822.51218,0.22261107,144,0.050652768,767.9174882,681.0828932,71,72,16,9,38,Y
2,13,0,0,7,4,4,28,28.37850444,22.14902347,13870.67645,0.211781607,118,0.041781607,770.5894835,626.9753886,49,68,20,19,32,Y
3,13,0,0,7,4,3,28,29.32285256,21.80323057,13860.89946,0.213536901,124,0.043536901,770.0470977,636.8822673,54,69,19,17,33,Y
3,13,0,0,7,4,3,28,29.31729932,21.805264,13860.95696,0.213526579,124,0.043526579,770.0502872,636.8240099,54,69,19,17,33,Y
6,14,0,0,7,3,1,29,35.49406496,19.94087384,13803.57979,0.228984495,146,0.051283499,766.8653302,696.946866,73,73,17,9,37,Y
40,39,0,22,20,14,12,183,126.9616278,43.49375241,238813.5279,1.835970053,793,0.02,13267.4208,5500.663995,331,461,97,25,249,Y
15,40,4,13,20,16,20,67,71.16779437,31.57374834,70886.0692,0.748423432,370,0.03,3938.116583,2245.720227,137,232,45,21,102,Y
5,56,0,2,28,25,25,46,50.55295251,37.55187351,71261.11612,0.632645443,329,0.03,3958.953379,1897.820939,115,213,32,21,56,Y
22,9,4,3,5,3,3,81,141.2374951,20.77717621,51975.31712,0.878739042,401,0.051217387,2887.51919,2640.614304,166,234,76,18,115,Y
30,5,7,6,3,3,1,93,187.912908,16.76901522,51405.41059,1.032822371,453,0.059201041,2855.855255,3097.80778,198,254,96,16,140,Y
24,8,5,4,4,3,2,84,150.278925,19.99727892,51874.76262,0.908705539,411,0.05275413,2881.93236,2729.557171,172,238,80,17,120,Y
25,60,0,19,30,14,9,184,181.4493167,37.64563102,255826.7692,2.268194131,922,0.03,14212.59628,6806.053642,410,512,141,26,229,Y
32,25,0,3,13,7,6,135,126.8379783,46.89623867,246254.2895,1.8256658,803,0.022985009,13680.79553,5468.765803,361,442,87,22,173,Y
37,19,0,3,11,8,3,134,141.730707,49.51045184,251514.5725,1.894194177,831,0.020813127,13973.03322,5687.698435,335,496,85,24,177,Y
35,18,0,0,9,5,3,249,173.5232169,61.6391481,654355.3198,3.548958643,1483,0.02,36353.07329,10644.01411,677,805,122,22,288,Y
47,27,0,4,14,8,6,249,209.1038255,57.78737062,676138.419,3.946777359,1599,0.02,37563.24526,11841.23652,708,891,145,23,303,Y
21,37,0,20,19,8,12,169,128.3359776,75.807033,670088.6299,3.039736058,1354,0.015309751,37227.14532,9114.03402,499,854,84,24,213,Y
9,57,0,39,29,11,21,91,89.22992415,89.1288249,688666.4638,2.598586688,1245,0.010714445,38259.24644,7788.867268,330,915,50,26,143,Y
28,53,12,3,27,16,17,173,233.7466589,51.40951274,348247.2942,2.737780632,1144,0.027178278,19347.07027,8213.746383,485,658,110,23,219,Y
59,12,0,17,6,2,2,187,364.6171112,46.19505523,365855.1784,3.5476429,1447,0.030650413,20325.28644,10643.39599,617,830,134,17,268,Y
35,44,10,2,22,13,14,181,283.3473896,46.94203183,350685.7156,3.059615225,1262,0.029493635,19482.53833,9179.496747,538,723,121,21,231,Y
62,6,1,0,3,2,2,213,480.1186034,29.21907433,360359.1851,4.336366244,1729,0.038678894,20019.95406,13010.72803,747,981,168,13,279,Y
4,6,0,5,3,3,1,31,59.97393895,12.336781,8755.535324,0.235486353,132,0.081920224,486.4218405,717.3770376,51,80,28,13,43,Y
8,3,2,2,2,2,1,51,152.7452661,8.09105638,8497.955146,0.368789817,189,0.128396406,472.1091084,1112.499937,84,104,48,9,67,Y
6,4,2,0,2,1,1,40,131.4296267,9.206942493,8551.878133,0.339205203,173,0.116549285,475.1019022,1017.143462,80,92,46,11,50,Y
4,7,0,0,4,3,3,19,35.21216817,12.71148671,5611.497648,0.149341481,87,0.07644716,311.7495112,443.4903116,41,46,21,12,26,Y
6,5,0,2,3,3,1,17,40.72531101,11.76017019,5628.19821,0.16,94,0.086825117,312.679777,478.6883332,36,57,20,13,29,Y
6,5,0,2,3,3,1,17,40.66305273,11.76848482,5627.360055,0.16,93,0.086622322,312.633134,478.2851753,37,56,21,13,29,Y
31,72,0,4,36,32,5,307,133.8794076,58.72111038,454083.323,2.58956463,1126,0.02,25226.85278,7773.960294,478,647,96,23,347,Y
37,51,1,9,26,13,1,235,179.9161153,50.05037724,445771.7786,2.975805833,1256,0.02,24765.10121,8933.75268,553,703,117,21,286,Y
21,26,0,7,13,8,9,121,128.5480714,36.26668481,162270.5775,1.512672716,658,0.026843315,9015.033866,4536.302777,291,367,94,23,152,Y
22,21,0,11,11,5,10,118,134.8909924,36.07219162,161505.7013,1.5385867,671,0.028747488,8972.539793,4617.814969,292,379,94,22,155,Y
19,45,0,3,23,13,14,119,108.8338665,39.66509972,163671.6862,1.39712661,616,0.0234449,9092.874559,4185.535383,271,344,85,24,144,Y
22,12,0,11,6,3,5,121,143.0569865,34.05120206,161139.6193,1.594131867,689,0.029602029,8952.201716,4784.494907,304,385,100,22,158,Y
20,66,0,15,33,14,33,99,89.74547602,47.24518724,163529.5772,1.231506482,573,0.024023177,9084.978396,3696.328651,225,347,63,23,137,Y
3,14,0,1,7,7,1,38,50.29013811,15.19111914,11523.7138,0.255212165,144,0.061303041,640.2069503,760.3988559,59,84,25,13,44,Y
4,23,0,1,12,8,10,48,60.6864542,14.00214104,11894.66225,0.281091679,151,0.07,660.8137009,849.5328436,60,91,33,15,57,Y
5,7,0,0,4,3,1,32,68.88718443,13.10341413,11767.35286,0.298980755,162,0.074490378,653.7436848,899.7293858,79,82,35,11,41,Y
4,12,0,1,6,5,1,35,56.68404854,14.40727004,11597.80191,0.271627852,148,0.065406963,644.323184,809.0549547,67,80,31,13,42,Y
5,12,0,1,6,4,1,33,63.56752909,13.57079367,11699.20492,0.289230308,152,0.07,649.9567689,862.3023535,75,77,36,13,42,Y
16,21,0,8,11,7,4,63,58.32762295,27.51169399,44133.03108,0.53670765,277,0.04,2451.833169,1604.37459,116,160,39,18,92,Y
12,17,0,1,9,7,3,59,44.70362053,31.52494296,43961.11193,0.464299246,246,0.031787406,2442.285246,1399.194112,96,150,31,21,76,Y
20,20,0,1,10,4,1,50,53.39304833,28.89562705,44020.02359,0.510427596,284,0.037553449,2445.560359,1530.083303,116,167,28,14,74,Y
18,19,0,1,10,5,2,53,50.73099571,29.70113202,44001.97569,0.496295929,272,0.035786991,2444.557011,1489.9847,110,162,29,16,75,Y
2,5,1,7,3,3,1,14,27.84949508,12.10441527,4040.60514,0.113223213,68,0.081611607,224.4740849,334.8887341,31,37,16,12,28,Y
5,7,0,0,4,4,1,26,41.8596323,9.86304917,4060.336661,0.138771205,83,0.098771205,225.5722509,412.0986334,37,46,19,10,35,Y
7,10,1,5,5,5,1,26,37.11141805,10.44627442,4028.075429,0.1324318,76,0.0924318,223.7781993,386.3479708,27,49,18,14,42,Y
44,31,0,11,16,12,2,235,222.987356,37.46861073,302470.0219,2.721680445,1128,0.024494294,16803.88914,8163.63998,493,634,130,21,293,Y
35,14,0,5,7,6,1,234,257.2768559,34.57534466,301214.7705,2.922203836,1223,0.028075068,16734.14997,8774.53091,562,661,128,16,278,Y
32,9,0,2,7,7,1,229,254.3847371,36.52055434,300632.5185,2.873106703,1207,0.027962425,16701.80182,8631.309769,562,645,124,18,267,Y
9,27,0,4,14,13,10,63,94.90633848,17.79824776,29863.15112,0.55888795,275,0.060888795,1659.063395,1681.460425,117,158,52,15,79,Y
10,21,0,22,11,8,8,56,47.97351106,30.03182395,42721.09437,0.4756406,242,0.03,2373.394089,1428.777473,100,141,37,22,91,Y
5,43,0,16,22,11,15,72,46.07527048,30.59821991,42556.18735,0.463202443,245,0.03,2364.234075,1397.200575,99,146,32,19,96,Y
6,30,1,18,15,5,8,65,36.20452533,34.36589843,42689.44392,0.411950653,218,0.03,2371.633321,1242.838916,90,127,29,22,93,Y
15,25,0,0,13,12,1,58,84.70246406,12.05221358,12260.45917,0.343749152,186,0.08,681.1338948,1018.443649,84,101,34,10,76,Y
12,5,0,1,3,3,1,31,60.28751821,14.44793664,12187.36412,0.283717355,148,0.071239118,677.0751231,852.6277784,60,87,36,17,48,Y
11,5,0,1,3,3,1,31,62.59170148,14.15142488,12177.0809,0.289456293,150,0.073152098,676.5040989,868.9502722,63,87,38,17,48,Y
13,18,0,0,9,9,1,49,79.81860661,12.41783408,12218.11556,0.331859054,176,0.08,678.782628,986.3611936,80,95,37,12,66,Y
8,7,0,1,4,4,1,37,73.55319131,12.89359053,12130.71262,0.315481195,161,0.080913532,673.9292377,943.1521374,73,87,43,15,50,Y
5,12,0,1,6,4,1,44,28.99909966,29.3582825,24981.2373,0.282433535,159,0.03,1387.849879,851.0259436,66,92,21,18,53,Y
6,8,0,2,5,3,2,33,31.47476236,28.19328148,24995.70509,0.295824351,162,0.035824351,1388.65093,886.9594793,62,100,23,20,44,Y
8,11,0,4,6,2,4,41,29.93399224,28.86233338,24919.7168,0.288134099,158,0.03,1384.429541,863.5956884,61,96,22,21,56,Y
14,8,0,2,4,2,1,105,154.5035669,24.16585234,85326.68173,1.198471764,536,0.038117678,4740.373083,3602.529011,253,282,87,17,125,Y
27,12,3,1,6,6,3,122,233.5230105,14.14461742,45479.31228,1.082095351,478,0.068157513,2526.625741,3246.338682,235,243,98,11,157,Y
29,7,3,1,4,4,1,118,240.770628,14.33752717,45608.10771,1.095798567,484,0.067719904,2533.780903,3286.721512,238,245,97,11,156,Y
15,18,1,1,9,9,5,97,157.3045239,18.54621256,44929.79897,0.859612713,402,0.058244031,2496.100528,2578.862872,194,207,71,12,117,Y
43,10,3,19,6,6,1,51,53.54914494,18.37925959,18053.7413,0.324789555,175,0.051596518,1002.989274,982.8524929,72,103,32,16,119,Y
5,18,0,0,9,9,4,45,60.1294067,17.3258193,18013.37803,0.348950107,189,0.059825018,1000.742639,1040.476354,84,104,31,13,55,Y
5,18,0,0,9,9,4,45,59.57016755,17.42632482,18008.92711,0.347059721,188,0.059509954,1000.495314,1035.122151,84,104,31,13,55,Y
5,19,0,2,11,8,2,48,52.55868099,18.67901488,18101.00376,0.327089189,172,0.054272297,1005.611082,973.1882702,71,100,32,17,60,Y
12,32,1,16,16,6,8,49,37.10437297,33.00730311,38494.94658,0.393465561,211,0.031805043,2138.611485,1183.807642,84,126,27,21,82,Y
15,35,0,19,18,9,9,60,51.14794162,28.22263463,38165.8491,0.457523944,241,0.036732611,2120.32528,1382.782836,101,140,33,18,97,Y
15,34,0,18,17,9,9,59,50.49598963,28.44475581,38181.12697,0.454550128,240,0.036503856,2121.17419,1373.545706,100,139,33,18,97,Y
14,33,1,17,17,8,8,54,43.46412482,30.84052449,38345.91194,0.422474955,225,0.034036535,2130.330419,1273.915284,92,132,30,19,89,Y
13,27,0,15,14,8,7,60,58.95182911,25.43115592,38081.71736,0.494515742,265,0.04,2115.650364,1497.929945,113,151,34,15,90,Y
3,7,0,6,4,4,1,30,23.31183886,25.02501186,14595.48551,0.19,118,0.04,810.8603061,583.2593143,49,68,15,15,42,Y
3,5,0,1,3,1,1,27,30.21232979,22.20613163,14663.22947,0.219409141,130,0.047352285,814.6246766,663.9496242,52,77,18,15,35,Y
4,12,0,5,6,6,4,30,23.94811092,24.68717504,14588.74664,0.196256499,117,0.04,810.4869671,590.9961005,49,68,16,16,43,Y
4,10,0,2,5,5,3,37,29.24886583,22.6479382,14660.25704,0.21323024,125,0.04580756,814.4613058,652.4027474,46,79,18,17,47,Y
10,22,2,10,11,8,6,44,54.72957765,19.83794723,21448.95707,0.357749476,185,0.05,1191.610069,1082.569483,74,111,37,20,70,Y
10,21,2,10,11,8,6,44,55.38547163,19.72165397,21438.54517,0.359743075,185,0.05,1191.031261,1088.658598,75,110,38,20,71,Y
7,6,0,0,3,1,2,24,18.54529243,31.78529553,18609.11424,0.19411764,118,0.03,1033.836477,586.7026232,46,72,13,18,35,Y
6,8,0,1,5,3,1,32,26.93427255,28.36785149,18711.92588,0.228772915,131,0.037049621,1039.548724,691.9168437,51,80,19,19,42,Y
7,5,0,1,3,1,1,26,20.93317986,31.07298381,18690.22144,0.203872116,122,0.032522203,1038.342167,615.7000236,47,74,14,17,37,Y
8,3,0,2,2,1,1,23,20.90265241,31.0450901,18664.83394,0.204284271,123,0.03259714,1036.932412,614.9994184,47,76,13,17,36,Y
4,11,0,0,6,4,4,30,24.23024223,28.13063199,18575.28063,0.223809787,125,0.036761957,1031.956146,667.4340675,50,75,19,21,37,Y
7,9,0,0,5,5,1,42,65.00602928,12.94816387,10867.91146,0.277172002,155,0.078586001,603.7760467,840.082715,70,85,31,11,53,Y
12,13,0,0,8,5,1,39,39.02745888,16.70639658,10849.64699,0.221490697,115,0.060372674,602.756396,650.2399788,38,77,26,22,54,Y
5,9,1,0,5,3,1,27,38.02481709,17.46705873,10728.77487,0.209732231,118,0.057433058,596.0417454,630.2033986,54,64,24,15,37,Y
8,5,0,0,3,2,1,26,51.71914843,14.54180168,10788.15848,0.252635947,134,0.068158987,599.3382048,745.3030694,54,80,30,16,36,Y
7,4,0,0,2,2,1,24,52.99789937,14.32370796,10781.96321,0.255773986,136,0.068943497,598.993805,754.8811493,55,80,30,15,34,Y
2,3,0,0,2,1,1,7,21.1777851,5.728353131,691.3895399,0.04,28,0.173742981,38.41296328,120.8732495,13,15,10,8,11,Y
2,3,0,0,2,1,1,7,22.23823316,5.57619171,685.860228,0.04,29,0.17842487,38.10395855,123.2914456,13,16,10,8,12,Y
2,3,0,0,2,1,1,7,22.05916885,5.601885264,686.7938922,0.04,29,0.1776343,38.15613623,122.8831157,13,16,10,8,12,Y
2,3,0,0,2,1,1,7,21.31997674,5.707950358,690.6481345,0.04,28,0.174370758,38.37152996,121.1974966,13,15,10,8,11,Y
3,3,0,1,2,2,1,6,19.17752,5.966572178,665.7690789,0.04,28,0.168901683,36.98836139,112.5460675,11,16,7,8,14,Y
8,60,0,6,30,9,28,47,58.42809246,31.49073888,57598.33908,0.611587922,307,0.031655417,3199.908845,1832.488211,120,186,41,21,65,Y
4,14,1,1,7,6,2,39,57.81604402,15.84577327,14378.59798,0.306065027,159,0.059437861,798.809763,910.4698443,77,82,37,15,48,Y
5,7,0,0,4,4,1,63,65.57867748,14.74530168,14225.68837,0.324950413,166,0.067475206,790.3157399,965.3543664,80,85,40,15,70,Y
9,9,0,8,5,3,1,34,43.75807362,18.17659238,14275.53885,0.267457362,143,0.051491472,793.0867439,788.5310318,60,83,27,16,55,Y
3,13,1,0,7,6,2,38,58.42893969,15.70731537,14413.16172,0.30713865,162,0.06,800.7299367,917.6103939,72,89,35,15,46,Y
4,12,1,0,6,6,1,36,57.53607287,15.85258338,14455.51266,0.303595527,163,0.06,803.0825699,911.9272257,65,98,32,15,45,Y
29,29,0,21,15,10,4,83,93.32856328,28.46069301,70160.17824,0.845176243,399,0.036858379,3897.785981,2529.874622,147,251,58,21,136,Y
21,14,0,13,7,5,4,73,57.66798263,35.26575417,70563.55677,0.671347812,331,0.030420289,3920.196973,2010.430204,126,205,43,23,110,Y
9,15,0,0,8,6,5,43,45.86898065,20.9587349,20084.21683,0.317994586,170,0.049665764,1115.793713,959.3414527,73,97,31,18,55,Y
9,12,0,4,6,6,2,45,46.12648701,20.79840414,19958.2161,0.32,171,0.05,1108.79174,959.4702115,69,101,30,18,61,Y
9,14,0,1,7,6,4,44,46.30006851,20.80666993,20049.39599,0.32,171,0.05,1113.858667,963.4832506,72,98,31,18,57,Y
7,12,0,6,6,6,2,39,33.82780219,24.75569994,20007.20888,0.270144586,158,0.042877798,1111.512724,817.5920733,66,91,21,15,55,Y
8,15,0,0,8,5,5,40,43.73340465,21.59271176,20076.06204,0.309446583,167,0.048241097,1115.340669,934.7958631,69,97,29,18,51,Y
8,21,1,6,11,10,1,59,41.52984601,20.20918801,16799.21288,0.27941533,156,0.05,933.291336,833.9459093,63,93,24,15,78,Y
8,20,1,6,10,9,2,54,44.5004332,19.55912926,16807.57818,0.289774832,158,0.05,933.7549238,863.0768288,65,93,27,15,71,Y
5,7,0,1,4,3,1,42,54.27678563,21.96107146,26177.80088,0.4,201,0.05,1454.318903,1191.946291,89,111,40,19,50,Y
10,17,0,7,9,7,8,39,54.15076867,22.04400856,26314.35061,0.4,211,0.05,1461.909883,1193.658193,85,125,34,17,59,Y
13,6,0,2,3,3,1,41,53.29118203,17.44772487,16016.76166,0.311345599,177,0.0585576,889.8189063,922.1186541,73,103,25,12,59,Y
4,13,0,1,9,9,1,42,42.66657243,19.5508803,15997.81637,0.27446139,151,0.052410232,888.7633793,823.3354974,58,93,25,17,51,Y
12,7,0,8,4,2,2,34,47.83007509,18.5469887,16098.33344,0.294969023,164,0.054993805,894.3499129,874.2310599,70,94,26,14,57,Y
4,12,0,0,6,3,3,35,64.42989791,15.73644365,15929.7193,0.338235702,174,0.06,884.9822321,1012.833552,81,93,40,15,42,Y
3,11,0,0,6,4,3,26,36.07386712,16.5864297,9915.341784,0.201466146,116,0.06,550.849625,598.0173276,50,66,21,13,32,Y
6,14,0,1,7,4,4,31,41.28727627,15.60421898,9970.71292,0.212918558,117,0.066459279,553.930024,640.8479618,49,67,27,17,42,Y
4,10,0,2,5,3,3,27,36.9272731,16.41849052,9926.565583,0.202328791,114,0.06,551.4742524,605.1977778,49,65,23,15,36,Y
23,3,0,14,2,2,1,56,118.2029493,22.85936024,61553.60168,0.897459166,431,0.04,3419.643514,2695.608171,203,227,62,14,96,Y
21,4,0,32,2,2,1,71,125.6137422,22.14511959,61569.44977,0.923668588,435,0.046834294,3420.521598,2780.840677,183,252,67,16,133,Y
16,14,0,16,7,6,3,66,79.2674656,29.87731036,61455.61673,0.720020922,349,0.034063154,3414.200148,2154.564233,158,191,50,20,101,Y
13,17,0,16,9,7,4,70,67.79892979,31.88515013,61462.89556,0.668455213,325,0.032451725,3414.604617,1997.788366,144,180,48,22,103,Y
10,30,2,8,15,9,8,63,43.75626641,36.79828618,59251.60324,0.536905374,270,0.03,3291.758553,1610.106245,115,155,37,24,88,Y
39,31,2,13,16,7,6,62,34.39661647,43.17654136,59010.72134,0.468324535,244,0.025520283,3278.376243,1405.929564,102,142,30,23,120,Y
14,28,2,11,14,9,4,66,48.75832239,34.97460575,59080.8413,0.564328301,287,0.03,3282.269817,1694.597769,114,172,37,22,96,Y
10,8,0,0,4,4,4,33,56.37857897,14.23893354,11431.63894,0.269681789,140,0.069840895,635.0898882,802.79964,63,77,35,16,47,Y
4,9,0,0,5,4,1,34,48.25292249,15.41876747,11467.38574,0.25,138,0.06,637.0740023,743.8529859,53,85,26,15,41,Y
3,8,0,0,4,3,1,32,44.81832735,16.06744244,11435.19576,0.241155483,131,0.06,635.2851915,714.6052003,51,80,26,16,38,Y
20,26,0,8,14,10,6,89,70.68067447,43.46739665,109647.8291,0.897274104,407,0.023545482,6091.546637,2688.187396,164,242,62,32,121,Y
14,31,2,12,16,9,12,79,53.56025469,46.08142872,110818.4008,0.810335053,393,0.02,6156.578016,2426.507309,143,249,44,29,110,Y
12,26,0,10,14,8,7,65,40.94689972,51.85611738,109788.6248,0.707383863,337,0.02,6099.369834,2119.268522,138,198,45,34,91,Y
23,18,0,75,9,5,2,91,73.84932804,55.08805302,223438.0292,1.349834793,620,0.02,12413.22246,4059.869335,283,336,67,26,191,Y
4,105,0,1,53,33,43,113,86.9283318,55.31435979,230229.6999,1.447234741,677,0.022656856,12790.53922,4355.90622,287,389,62,24,121,Y
22,19,0,73,10,6,2,92,73.56870469,55.22554094,223573.6013,1.347497888,619,0.02,12420.75431,4052.928727,283,336,67,26,189,Y
5,55,0,6,28,15,15,119,57.30740794,64.45144078,229497.7499,1.198609975,565,0.018965249,12749.87654,3609.263313,259,306,55,27,133,Y
12,52,3,20,26,15,17,109,71.87884664,40.83203347,118947.8244,0.97565627,458,0.026565627,6608.213039,2920.164322,199,258,58,23,147,Y
10,55,4,5,28,17,20,106,75.45989291,39.70763502,118626.7548,1.000698552,464,0.029069855,6590.375422,2990.445486,198,266,61,24,129,Y
15,47,0,49,24,11,12,114,64.90311697,43.02231502,119573.2547,0.926874944,446,0.021687494,6642.959978,2783.25953,202,244,53,22,182,Y
16,24,0,1,12,9,1,60,46.35429369,24.85484293,28628.54748,0.380633461,211,0.04,1590.472585,1151.943833,83,127,27,16,82,Y
9,16,0,1,8,5,3,44,41.73293764,26.70109767,28523.93883,0.359240498,191,0.035471166,1584.659128,1083.610102,75,115,30,20,57,Y
9,9,0,0,5,5,1,45,70.01738844,20.29031125,28712.81235,0.475657209,240,0.049457151,1595.15498,1417.02596,106,134,42,16,56,Y
9,12,0,0,6,5,2,46,64.4566385,21.28253404,28664.23108,0.454145603,230,0.0467682,1592.455273,1355.336054,98,131,41,17,57,Y
15,31,0,4,16,12,7,76,69.61222325,32.09396799,71701.87038,0.746984131,367,0.03,3983.438566,2233.984936,145,222,46,20,100,Y
15,32,0,4,16,12,8,75,70.54089883,31.83279596,71492.11165,0.75,370,0.03,3971.787,2245.592996,147,222,46,20,97,Y
15,34,1,5,17,13,10,73,70.67018325,31.78546863,71406.67658,0.75,370,0.03,3967.040415,2246.293672,146,223,46,20,98,Y
5,1,0,0,1,1,1,2,13.1372321,2.046508705,54.55810446,0.01,8,0.490698259,3.030695745,26.72094777,3,5,3,4,10,Y
5,1,0,0,1,1,1,2,13.71580195,2,54.8632078,0.01,9,0.5,3.047476429,27.4316039,4,5,4,4,9,Y
5,1,0,0,1,1,1,2,13.65699066,2,54.62796264,0.01,9,0.5,3.034537945,27.31398132,4,5,4,4,10,Y
3,1,0,0,1,1,1,2,14.13441532,2,56.53766126,0.01,9,0.5,3.139571369,28.26883063,4,5,4,4,8,Y
5,10,0,2,5,4,1,30,28.16623848,14.88740465,6238.2722,0.137955784,87,0.067955784,346.5684556,419.1189722,33,53,14,13,40,Y
6,8,0,8,4,3,1,27,26.50384121,15.37416864,6256.681753,0.131413836,84,0.061413836,347.5914441,407.146755,31,52,14,14,44,Y
9,11,0,6,6,6,1,46,46.00473458,20.79260641,19894.26129,0.32,171,0.05,1105.237729,956.6554114,67,103,29,18,64,Y
5,13,0,2,7,2,4,31,36.57524021,23.6661274,19970.63342,0.281394263,157,0.043565711,1109.482335,850.7813214,54,103,22,19,41,Y
7,11,0,5,6,5,2,42,43.07704395,21.67140793,19897.72576,0.308169021,167,0.04802817,1105.430421,923.3319908,63,104,27,18,58,Y
0,5,0,3,3,1,1,12,13.45846784,8.902389962,1062.762453,0.04,31,0.111952201,59.03928301,119.5341707,10,20,5,9,19,Y
0,5,0,3,3,1,1,12,13.66226879,8.854841737,1065.908989,0.04,31,0.111668486,59.21355527,120.6011366,10,20,5,9,19,Y
1,5,0,0,3,2,1,10,16.40772108,8.076268604,1067.09959,0.04,31,0.128474628,59.28711942,132.2647008,15,16,8,9,14,Y
0,5,0,0,3,2,1,12,14.25184504,8.728914487,1084.142209,0.04,32,0.118214713,60.22577745,124.2813962,12,20,5,8,15,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,30,Y
0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33,Y
8,6,0,1,3,3,1,31,51.85395626,16.064967,13306.32959,0.276346577,161,0.063173288,739.2429313,829.7623515,66,94,24,11,43,Y
7,6,0,0,3,3,2,31,53.5933,15.62873402,13046.19048,0.27742532,156,0.06371266,724.7879941,835.7520045,61,95,27,14,41,Y
13,3,0,0,2,2,1,28,56.4290873,15.26610137,13115.2176,0.284677973,166,0.067338986,728.6246475,859.9577337,60,106,24,12,44,Y
16,2,0,1,1,1,1,28,59.36814126,14.91145542,13161.4572,0.291950321,174,0.070390064,731.1946496,883.4707166,60,113,22,11,49,Y
10,4,0,0,2,2,1,30,54.94746776,15.45556678,13079.15286,0.280888664,161,0.065444332,726.6201034,847.3109173,60,100,26,13,42,Y
6,26,0,2,13,12,4,104,86.43213596,32.00538226,85916.51949,0.90165321,439,0.028909739,4773.141032,2713.383259,194,245,54,17,116,Y
15,33,3,30,18,15,4,105,69.44124226,36.49064634,86473.28553,0.806679342,384,0.025694973,4804.068479,2423.739893,152,231,53,24,156,Y
9,28,0,7,14,9,8,92,49.90677736,41.56828741,86194.86908,0.686647821,347,0.02,4788.601336,2073.829715,138,209,39,23,111,Y
21,26,0,17,13,11,5,89,97.45434911,30.03946984,87645.29393,0.977403546,460,0.029916243,4869.182413,2921.425926,170,290,59,21,131,Y
12,20,0,15,10,7,4,77,47.61956742,42.71858013,86850.7165,0.673272324,338,0.02,4825.036189,2033.408963,130,207,39,25,107,Y
5,34,7,0,17,16,14,55,65.52052417,28.44156627,52631.49193,0.618493342,307,0.033082224,2923.97639,1854.83693,126,180,45,20,71,Y
10,26,0,26,13,10,8,85,57.30620405,37.75314954,81632.78797,0.719771193,370,0.03,4535.152497,2162.749639,124,246,35,21,125,Y
16,17,0,12,9,9,1,93,52.6091092,39.90427614,83730.92949,0.700801782,366,0.03,4651.717683,2098.665792,142,223,34,19,125,Y
4,18,0,3,13,12,3,67,73.54351452,33.49385326,82488.8036,0.818848059,395,0.03,4582.715088,2462.892829,171,224,53,21,78,Y
7,51,0,4,26,23,22,54,55.68591999,36.09759557,71494.86323,0.664465353,340,0.03,3971.937709,1990.328716,121,218,36,21,68,Y
14,31,2,9,16,13,8,75,63.9693343,33.73320166,72038.38976,0.718074669,354,0.03,4002.129837,2142.911846,127,227,43,22,103,Y
